campaign_id,url,title,subtitle,overview_text,details_text,required_amount_raw,paid_amount_raw,left_amount_raw,required_amount,paid_amount,left_amount,donations_count,comments_count,updates_count,shares_count,image_url,year_detected,year_source,date_status,scraped_at
350,https://molhamteam.com/en/campaigns/350,Orphans Support Fund,,"During the holy month of Ramadan, we aim to secure sponsorships for 300 unsponsored orphan children. By donating $50 per month, you can sponsor an orphan and secure their living expenses inside Syria. in addition, you can follow up on their educational status and other needs or send them a gift through the care program provided by the orphan department. You can also make a one-time donation to support the orphans.",,106633,106634,-1,106633,106634,-1,1542,0,4,0,https://cdn.molhamteam.com/i/MfTmzu5JBmoIeLvo2Wfh_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.815146+00:00
351,https://molhamteam.com/en/campaigns/351,Sponsor A Student,,"Despite displacement and harsh living conditions, there are hundreds of students in Northern Syria who still have hope and determination to complete their studies because of their belief in the importance of education in providing a brighter future for them and their families. Through this campaign, we seek to help 100 university students in Northern Syria to continue their education. You can also sponsor a student in the primary stage at one of the Molham Educational Team centers, which includes more than 1,500 students who receive education free of charge.",,49277,49277,0,49277,49277,0,325,1,6,0,https://cdn.molhamteam.com/i/KwIaSWaVoEFiedMRhTDO_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.834893+00:00
352,https://molhamteam.com/en/campaigns/352,Deserve To Live,,"Fatima is a cancer patient whose father was martyred when she was 6 months old. Three years ago, she was diagnosed with cancer, her condition quickly worsened, and she lost her sight. Fatima now needs a bone marrow transplant that had been postponed many times due to a health relapse. Currently, Fatima needs $300 for an urgent chemotherapy session. During the holy month of Ramadan, the campaign aims to support people and children with cancer residing at hospitals who need immediate assistance in order to complete their chemotherapy courses. This includes; urgent medication prior to chemotherapy (e.g. pills and costly injections), chemotherapy sessions or medical essentials that are not covered by government hospitals (e.g. oxygen devices and laryngoscopes) for critical cases (throat cancer - lung cancer). Through this campaign, you can help Fatima and many other similar cases.",,55023,55023,0,55023,55023,0,1603,0,1,0,https://cdn.molhamteam.com/i/beVFtb4RFn5QcL3YpRNZ_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.855793+00:00
353,https://molhamteam.com/en/campaigns/353,Shelter For Displaced Families,,"During the holy month of Ramadan, you have a great opportunity to provide support to displaced families by moving them from camps to decent houses as part of a construction project supervised by the team. You can donate $200 or any other amount you find suitable. Alternatively, you can support with $4000 to secure one complete apartment. You can also donate to other service facilities such as mosques, schools, healthcare centers, and gardens.",,100000,131240,-31240,100000,131240,-31240,1418,6,23,2,https://cdn.molhamteam.com/i/tltAkCsYSebe8gwokLhf_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.875312+00:00
354,https://molhamteam.com/en/campaigns/354,Zakat Al-Mal 2022,,"During this holy month, you have the opportunity to carry out one of the greatest good deeds, Zakat Al-Mal. Through this campaign, we hope to collect your Zakat and distribute it among the groups that desperately need it, including the needy, patients, displaced people, orphans, students, and homeless families inside Syria and in neighboring countries. This will be in accordance with the guidelines of Shari'ah law.",,700000,682533,17467,700000,682533,17467,1607,0,5,0,https://cdn.molhamteam.com/i/o7jGf3VREYiWlliyOntP_thumb_1:1.jpg,2022,title,certain,2026-04-22T09:27:31.895158+00:00
355,https://molhamteam.com/en/campaigns/355,Zakat Al-Fitr - Ramadan2022,,"Starting from the beginning of Ramadan, we collect Zakat Al-Fitr which is then distributed to the displaced people in the last week of Ramadan and until the Eid Al-Fitr prayer. This Zakat can also include food items (rice, lentil, groats .. etc). Last year, the donations exceeded $187K and were distributed among 15,000 displaced families.",,124146,124146,0,124146,124146,0,3037,0,7,0,https://cdn.molhamteam.com/i/iSyIP38l7XbzM8VrV7g2_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.914651+00:00
356,https://molhamteam.com/en/campaigns/356,Dose Of Healing,,A campaign lunched by Help Team to support 100800 displaced people in Syria with free medical assistance in cooperation with Molham Volunteering Team trough its platform.,,20082,20082,0,20082,20082,0,33,0,0,0,https://cdn.molhamteam.com/i/GhHjoYMOLX6Ray3xDZko_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.933472+00:00
357,https://molhamteam.com/en/campaigns/357,Bread,,"A campaign launched by Help Team to secure bread for 234, 000 families inside Syria for the entire year in cooperation with Molham Volunteering Team trough its platform.",,10609,10609,0,10609,10609,0,9,0,0,0,https://cdn.molhamteam.com/i/tk2jLK3vXhWbGgruOBay_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.952863+00:00
358,https://molhamteam.com/en/campaigns/358,Share Your Meal With Syria,,It is narrated in an authentic hadith that good deeds are multiplied by 70 times in the holy month of Ramadan. Make the most of your Ramadan by providing iftar to Syrian families in need. Proceeds will go directly to families in Syrian refugee camps. Take part in providing relief and support to families in need this Ramadan.,,43852,43936,-84,43852,43936,-84,1006,0,1,0,https://cdn.molhamteam.com/i/hPrHUzABeo3jRC0IXd1H_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.974613+00:00
359,https://molhamteam.com/en/campaigns/359,A Piece Of Date,,"Snabel Alkher Team launched their fifth project, ""A Piece of Date,"" in collaboration with Molham Volunteering Team, to support Syrian refugees in Lebanon's camps. Each pack (which includes food and Ramadan essentials) costs $65. It is enough for one family for one month. With a total of $6500, the project hopes to assist 100 families. Participate and join us via: - Encourage everyone around you to spread the word about the project. -Share the information about the project on social media. Donate via: - Master or Debit card _ PayPal _ G pay _ Facebook _ Giropay _ Sofort _ Swish - Bank transfer (within Germany and Turkey)",,7101,7101,0,7101,7101,0,29,0,1,0,https://cdn.molhamteam.com/i/Eyr5LwlIV9SRStTk2BFr_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:31.993001+00:00
360,https://molhamteam.com/en/campaigns/360,Eid Giving 11,,"Unfortunately, thousands of children don’t have the luxury of experiencing the Eid vibes of getting new clothes or Eid money gift. For this reason, we’re launching an Eid giving campaign just like every year. $30 will secure new Eid clothes, and $3 is the value of an Eid gift for a child in NW Syria and neighboring countries. This small donation will give children the chance of having a cheerful Eid!",,71646,71646,0,71646,71646,0,2362,0,21,0,https://cdn.molhamteam.com/i/Lxbk2W6CHGKOkRHVgtYR_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.010902+00:00
361,https://molhamteam.com/en/campaigns/361,Eid Desserts 3,,"Families gather and celebrate this happy occasion, but people in the camps of NW Syria and other countries never get this chance as it reminds them of their long-standing sufferings due to their displacement. Just like every year, we launch this campaign to reach out to thousands of families to replace their sadness with happiness and hope. By distributing Eid desserts, $7 will allow a displaced family to feel the joy of Eid.",,11985,11985,0,11985,11985,0,193,0,3,0,https://cdn.molhamteam.com/i/mzOwMjSsCloqBFDgwtcW_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.029223+00:00
362,https://molhamteam.com/en/campaigns/362,Molham Giving Day 2022,,"Your donation will be matched on Molham Giving Day. In the final ten days of Ramadan, we announce the Molham Day of Giving, in which every donation received will be matched by a group of donors. No matter how much you are donating, Donate any amount to maximize your impact and to reach more people in need.",,313688,313687,1,313688,313687,1,2825,0,7,0,https://cdn.molhamteam.com/i/aDrAdzenbAZIDxB2rib2_thumb_1:1.jpg,2022,title,certain,2026-04-22T09:27:32.047291+00:00
363,https://molhamteam.com/en/campaigns/363,To Pursue Their Dreams,,The Molham Team launches this campaign in collaboration with the Student Union at Free Aleppo University to alleviate the burdens of university students who are displaced and living in tents. Hundreds of students in Northwest Syrian camps are looking forward to graduation. They believe that education will provide a better future for their families.,,1904,1904,0,1904,1904,0,31,0,0,1,https://cdn.molhamteam.com/i/5EqM99rdp0CDzu41PREl_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.065318+00:00
364,https://molhamteam.com/en/campaigns/364,Molham-Awtad School,,"Muna is an orphan among 1,000 displaced students attending Molham-Awtad primary school in northwest Syria. The majority of children in camps were forcibly displaced with their families, forcing them eventually to live in tents and drop out of school. This campaign will provide them with access to their right to education, and guarantee a brighter future for them. Donate $50 to fund a year of education for a student at Molham-Awtad School.",,83492,84879,-1387,83492,84879,-1387,417,0,14,0,https://cdn.molhamteam.com/i/Eoo6mXq0ieeUObtLxoHp_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.084666+00:00
365,https://molhamteam.com/en/campaigns/365,Molham Dental Clinic,,"Paying for dental care procedures and treatment is one of the challenges for people in NW Syria. The expensive cost of such treatments is beyond their means. We, as the Molham team, took the initiative to help them by opening the Molham Dental Clinic in the Lattakia countryside to offer them a free service. In addition, the clinic will perform the necessary surgeries for mandibular deformations and other dental disorders. Molham Dental Clinic receives 500 patients per month and offers them long sought after relief. Your donation to this campaign will help us to relieve their pain.",,30000,43479,-13479,30000,43479,-13479,69,6,1,5,https://cdn.molhamteam.com/i/KggGqHyQkKlGgTbLGJtc_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.103564+00:00
367,https://molhamteam.com/en/campaigns/367,Small Project Fund,,"Many displaced families have lost everything they once had and have become helpless. Nevertheless, many of them have got the potential and skills required to start over and work hard to provide for their loved ones. For this, we have launched the "" Small Project Fund"" campaign where we offer those people the opportunity to start their own businesses and be productive in the community they live in. This will contribute to providing families with a long-term, stable source of income rather than intermittent donations.",,5002,8683,-3681,5002,8683,-3681,57,0,1,0,https://cdn.molhamteam.com/i/qWecygsXRC1F17rWotwc_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.122011+00:00
368,https://molhamteam.com/en/campaigns/368,Lost Childhood,,"As the children are deprived of their childhood, they lead a harsh life full of distress. Children are forced to undertake unbearable work to survive in this war-torn country. A human’s childhood effects and memories last forever. Children in northern Syria need sympathy and support so that they can live a dignified life full of happiness. Your donation to this campaign will put the children on the right track in life and revive their hope.",,20000,8868,11132,20000,8868,11132,135,0,0,0,https://cdn.molhamteam.com/i/7kRvvAP0AzBAKqMQcH73_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.140251+00:00
369,https://molhamteam.com/en/campaigns/369,Emergency Response For Camps 2022,,"Emergency Response For Camps 2022
As a response to the displaced families in Idlib, the countryside of Aleppo, and the countryside of Latakia, we have launched an emergency campaign. This campaign aims to provide food, shelter, clothing, and other basic necessities to the most vulnerable families. The campaign is also designed to respond quickly to emergency situations such as tent floods in the winter and fires in the summer. Any contribution to this campaign will be reflected as a relief in the lives of families.","As a response to the displaced families in Idlib, the countryside of Aleppo, and the countryside of Latakia, we have launched an emergency campaign. This campaign aims to provide food, shelter, clothing, and other basic necessities to the most vulnerable families. The campaign is also designed to respond quickly to emergency situations such as tent floods in the winter and fires in the summer. Any contribution to this campaign will be reflected as a relief in the lives of families.",105210,105210,0,105210,105210,0,140,0,1,0,https://cdn.molhamteam.com/i/apXZgDbj8k11SFJSBnzW_thumb_1:1.jpg,2022,title,certain,2026-04-22T09:27:32.158945+00:00
370,https://molhamteam.com/en/campaigns/370,Food Aid For The Poor 2022,,"Food Aid For The Poor 2022
Thousands of poor families wish they could have a delicious, fresh meal every day like everyone else. Participate in and contribute to this campaign to provide food baskets for displaced families living in camps. It is also possible to donate money to have your Kaffara distributed to the poor and needy.","Thousands of poor families wish they could have a delicious, fresh meal every day like everyone else. Participate in and contribute to this campaign to provide food baskets for displaced families living in camps. It is also possible to donate money to have your Kaffara distributed to the poor and needy.",96119,96119,0,96119,96119,0,395,0,1,0,https://cdn.molhamteam.com/i/92oigxIDqObjU1sytXKQ_thumb_1:1.jpg,2022,title,certain,2026-04-22T09:27:32.177320+00:00
371,https://molhamteam.com/en/campaigns/371,Providing Drinking Water For Camps 2,,"Providing Drinking Water For Camps 2
In the camps of northern Syria, displaced families lack the bare necessities of life. Women and children walk for miles in the hope of obtaining even a single liter of water. Diseases and plagues spread due to a lack of water, particularly among children. Through this campaign, we aim to secure drinking water for as many families as possible. You can donate to be a Sadaqah Jariyah to dig a well that provides water for hundreds of displaced families. Contact Whatsapp number 00905367026447 for more information about the location of the well and the cost of digging it.","In the camps of northern Syria, displaced families lack the bare necessities of life. Women and children walk for miles in the hope of obtaining even a single liter of water. Diseases and plagues spread due to a lack of water, particularly among children. Through this campaign, we aim to secure drinking water for as many families as possible. You can donate to be a Sadaqah Jariyah to dig a well that provides water for hundreds of displaced families. Contact Whatsapp number 00905367026447 for more information about the location of the well and the cost of digging it.",17603,17619,-16,17603,17619,-16,436,0,3,0,https://cdn.molhamteam.com/i/V4mKKKwMzffYHLc0pgIK_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.196401+00:00
372,https://molhamteam.com/en/campaigns/372,Response To Forgotten Camps 2,,"Response To Forgotten Camps 2
Even within camps, the level of tragedy varies. Some make shift camps have indescribably terrible living conditions. People who live there have been abandoned and lack any type of relief that might reach camps in slightly better conditions or locations. This campaign is dedicated to those who suffer in silence, with no spotlight on their situation or even without being covered by the media. Your contribution to this campaign will serve as a reminder of the forgotten camps.","Even within camps, the level of tragedy varies. Some make shift camps have indescribably terrible living conditions. People who live there have been abandoned and lack any type of relief that might reach camps in slightly better conditions or locations. This campaign is dedicated to those who suffer in silence, with no spotlight on their situation or even without being covered by the media. Your contribution to this campaign will serve as a reminder of the forgotten camps.",118562,118564,-2,118562,118564,-2,103,0,3,1,https://cdn.molhamteam.com/i/eGyjy2rFAcqyakJ3O2vy_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.214950+00:00
373,https://molhamteam.com/en/campaigns/373,Urgent Medical Cases,,"This heart-breaking photo is nothing compared to the sorrowful situation that Manal lives amid. Sadly, a stove exploded while Manal was preparing food for her children. She sustained severe fourth-degree burns that dominaed her body. Manal is expreiencing unbearable pain. She needs several surgeries to recover. Donate to help Manal recover soon and alleviate her pain You can donate here to help Manal and hundreds of similar medical cases",,164470,164490,-20,164470,164490,-20,5436,2,7,2,https://cdn.molhamteam.com/i/oEFPKX9JYogh2rQ9Dbrc_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.232513+00:00
374,https://molhamteam.com/en/campaigns/374,Food Supplies 2,,"People in camps struggle to provide daily food, and they eventually can't secure winter supplies. This campaign aims to help displaced people in; Idlib and Idlib countryside camps, northern Aleppo countryside camps, Azaz and Afrin, Lattakia countryside camps, and western Aleppo countryside camps. Your donation will enable them to secure food supplies for the winter and keep them from going hungry.",,15815,15815,0,15815,15815,0,137,0,4,0,https://cdn.molhamteam.com/i/45SND83CtCgkYxVH9u9O_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.251420+00:00
375,https://molhamteam.com/en/campaigns/375,Loaf Of Bread 3,,"When children have nothing to eat but dried bread, this means they live in extreme poverty. Thousands of families in tents and ramshackle houses in northern Syria cannot afford bread. Prices have skyrocketed following the recent Russian-Ukrainian war. Your $10 donation to this campaign will help provide fresh bread for helpless families for a month.",,33491,33491,0,33491,33491,0,493,0,6,0,https://cdn.molhamteam.com/i/5fRGVvTVhOA7aJPC0fzj_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.269430+00:00
376,https://molhamteam.com/en/campaigns/376,Long-Lasting Deeds,,"The Holy Qur'an is memorized and learned by many of our orphaned youngsters. We launched the ""Long-Lasting Deeds"" campaign to help and urge orphaned children to learn and memorize the Holy Quran to support them in all possible ways. By contributing to this campaign, you will be helping to bring pleasure to the hearts of numerous orphans by covering educational expenses and in-kind gifts.",,10000,7088,2912,10000,7088,2912,206,0,1,4,https://cdn.molhamteam.com/i/r3evz6x6UZ2ulcky4uCe_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.286283+00:00
377,https://molhamteam.com/en/campaigns/377,Donate To Build Mosques,,We have devoted this campaign for those who would like to donate for (Wakf) Endowment to build mosques in the housing complexes supervised by the Molham Volunteering Team in Northern Syria. You could donate to help build and clad a mosque as well as costs of maintainance.,,150000,97313,52687,150000,97313,52687,1801,0,0,6,https://cdn.molhamteam.com/i/4JfFnaiWfoM2ddqcRX4T_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.304765+00:00
378,https://molhamteam.com/en/campaigns/378,Let's Plant It,,"""If the Final Hour comes while you have a shoot of a plant in your hands and it is possible to plant it before the Hour comes, you should plant it."" Based on our social responsibility in protecting the environment and reforestation, we are launching a campaign to plant trees in housing projects developed by the Molham Volunteering Team in Northern Syria. One tree costs only $10; help us make Syria green again.",,5000,3136,1864,5000,3136,1864,140,0,0,1,https://cdn.molhamteam.com/i/ttVvuGH3uoetiIQzBcOS_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.324921+00:00
379,https://molhamteam.com/en/campaigns/379,Orphans Support Fund,,"Her sincere tears really touched us. Poor Mirna is still too young to bear such a suffering , especially after her father died. Words failed her this time. Sponsor Mirna with $50 per month to provide for her major needs and help her lead a better life. You can also contact us for further details of sponsoring orphans. Contact us via: https://wa.link/5cbf7a",,264678,264709,-31,264678,264709,-31,2793,1,2,3,https://cdn.molhamteam.com/i/2Bt6kKBgcDgjO8hqGzDL_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.346346+00:00
380,https://molhamteam.com/en/campaigns/380,University Students Support Fund,,"Nagham and her family were left without a breadwinner to provide for their necessities and care for them when her father died. Nagham was able to attend the university with the support of some friends, but she had to quit her study owing to her health condition, since she suffers from hypoglycemia, a neurological disorder, and a broken back. She borrowed money to treat her diseases. Her health has improved, but she is unable to work to pay off her obligations, and she is unable to borrow additional funding to cover her university fees! Nagham is a pharmacy student who has suffered the grief of losing her father, poverty, and sickness. But she has a dream in her heart, she is diligent and determined person, and she surely deserves a chance to improve her future! By donating to the University Students Support Fund, you can help Nagham and hundreds of other students with similar stories have a brighter future!",,17924,17924,0,17924,17924,0,312,0,0,0,https://cdn.molhamteam.com/i/F6Rk0qBVzZw8udPLKkXv_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.365576+00:00
382,https://molhamteam.com/en/campaigns/382,Urgent Humanitarian Cases Fund,,"""My name is Bara', and I'm 6 years old. My dad told me that I'm a young, strong fighter who has to win, but I'm quite ill and exhausted. My siblings battled cancer as well, but they didn't survive. I hope to beat cancer so that my parents won't be heartbroken."" With these words, Bara' told us about his ongoing struggle with cancer, which had drastically altered his life and caused excruciating pain. In addition to food, Bara' needs long-term treatment, which can be provided for $300, but his father is unable to cover these costs. Your contribution can help Bara' and many other urgent cases",,73758,73758,0,73758,73758,0,1397,0,2,3,https://cdn.molhamteam.com/i/21RFW4r0H47Z4wjcCWMU_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.383663+00:00
383,https://molhamteam.com/en/campaigns/383,Sponsorship of Humanitarian Cases 2022,,"Sponsorship of Humanitarian Cases 2022
""No word on earth can really describe my broken heart. Watching them in pain and bleeding wounds every day increases my helplessness. I wish I could treat them once and forever."" Shareef lives amid poor living conditions in a miserable house that lacks the minimum essentialities of life. He is a hard-working farmer. Sadly, he has children who have Pemphigus which deprives them of their childhood. The bad news is that Shareef is helpless and cannot afford major needs for his children such as gauze, antiseptics, and ointments. Donate to help the children and many other needy cases.","""No word on earth can really describe my broken heart. Watching them in pain and bleeding wounds every day increases my helplessness. I wish I could treat them once and forever."" Shareef lives amid poor living conditions in a miserable house that lacks the minimum essentialities of life. He is a hard-working farmer. Sadly, he has children who have Pemphigus which deprives them of their childhood. The bad news is that Shareef is helpless and cannot afford major needs for his children such as gauze, antiseptics, and ointments. Donate to help the children and many other needy cases.",60913,61185,-272,60913,61185,-272,1679,0,0,0,https://cdn.molhamteam.com/i/ayYSF8vTOoxqxAjxSqSJ_thumb_1:1.jpg,2022,title,certain,2026-04-22T09:27:32.403445+00:00
384,https://molhamteam.com/en/campaigns/384,Molham Orphanage - Azaz,,"Abdulkader was born on 24/6/2015 in Aleppo. His father passed away in 2016. He lives with his mother and sister in Molham Orphanage, which houses 27 children in 17 rooms. Molham Orphanage in Azaz provides orphaned children and their mothers with free housing, food, medical care, education, clothes, and psychological assistance. In the orphanage, mothers can receive technical and psychological support, allowing them to become self-reliant in the future. We also work to create a healthy and safe environment for children at all social, medical, educational, and psychological levels. Your donations to the campaign can help dozens of children who have nowhere else to live.",,100000,97076,2924,100000,97076,2924,1607,0,1,3,https://cdn.molhamteam.com/i/XghSdRAQ9HrCKCY0dOAK_thumb_1:1.jpg,,multiple_matches,uncertain,2026-04-22T09:27:32.422847+00:00
385,https://molhamteam.com/en/campaigns/385,Simple Dreams,,"During our work in camps and towns, we frequently meet children of various ages and names; we learn about their heartbreaking stories and the hardships they have endured. Through the Molham Events department, we aim to spread happiness among children; therefore, whenever we visit a camp, we will ask them about their wishes and dreams, and then work to make them a reality. Every day, Alloush (Ali) comes out of the tent and enjoys playing with his plastic vehicle toy. When we asked him what he wished for, he said, ""My dream is to get a bicycle!"". Their dreams are simple, and we will make them come true. With your contributions to the campaign, we will be able to buy Ali a bicycle and bring joy to the hearts of many deprived children who have lost their childhood.",,10000,6388,3612,10000,6388,3612,263,0,3,0,https://cdn.molhamteam.com/i/dHiZf8SL0IGWk9pa4PGy_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.442457+00:00
386,https://molhamteam.com/en/campaigns/386,Eid Sacrifice 7,,"Every year on Eid Al Adha, we try hard to help displaced people in camps feel the joy of Eid. This year, we also launched the "" Eid Sacrifice 7"". Eid Al Adha sacrifice distribution will target displaced families who live within Molham Team's areas of operations: Priority will be for the most vulnerable displaced families in camps. The cost of one Udhiya including the slaughter, butchering, and distribution is 230$ for sheep. For cows, the cost is $1600, including the slaughter, butchering, and distribution, which can be shared by up to 7 persons. Each Udhiya process will be documented with the name of the donors via a video record to be sent by email following the completion of execution.",,301893,301893,0,301893,301893,0,1202,0,14,1,https://cdn.molhamteam.com/i/XJDekzyIdO9SLjlvrKHw_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.462701+00:00
387,https://molhamteam.com/en/campaigns/387,Medical Sponsorships,,"""Whenever I go to sleep, I recall the bad memories of that horrible day. I could still watch the fire burning them. I could still hear their screams. I try to forget all about it, but in vain. The signs of burns are still on their bodies. They do not lead a normal life. It looks like life has stopped at that moment. Oh son, no single word can describe it. May God protect all."" Abdulqader burst into tears while he was telling us about the horrible fire caused by a gas cylinder explosion at home. His family members sustained varied burns that reached 70 percent of their bodies. Abdulqader and his family lead a miserable life. They need long treatment and $250 per month to provide for their daily necessities. Donate to help alleviate the burden of the family. By donating to the medical guarantees campaign, you will be a balm for the pain of Uncle Abdelkader's children and for hundreds of other similar cases.",,77689,80405,-2716,77689,80405,-2716,2027,0,1,1,https://cdn.molhamteam.com/i/zOX5a3t7ET3NjCFPkO1Z_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.481625+00:00
388,https://molhamteam.com/en/campaigns/388,Eid Givings 12,,"Unfortunately, thousands of children don’t have the luxury of experiencing the Eid vibes of getting new clothes or Eid money gift. For this reason, we’re launching an Eid Giving campaign just like every year. $30 will secure new Eid clothes, and $3 is the value of an Eid gift for a child in NW Syria and IDPs camps. This small donation will give children the chance of having a cheerful Eid and provide the opprtunity to draw a smile on their faces!",,60085,60085,0,60085,60085,0,1601,0,16,0,https://cdn.molhamteam.com/i/n1jiZm5sH2VNVCRQLINZ_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.500931+00:00
389,https://molhamteam.com/en/campaigns/389,Eid Desserts 4,,"Families gather and celebrate the happy occasion of Eid, but people in the IDPs camps in NW Syria and other refuge countries never get this chance, since it reminds them of their long-standing sufferings and displacement. Just like every year, we launch this campaign to reach out to thousands of families to replace their sadness with happiness and hope. Only $7 will allow a displaced family to feel the joy of Eid by distributing Eid desserts.",,13932,13932,0,13932,13932,0,271,0,6,0,https://cdn.molhamteam.com/i/9IYwkb4oeU3WUYVUExMP_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.520824+00:00
392,https://molhamteam.com/en/campaigns/392,Solidarity,,"Today, Russian airstrikes on the countryside of Idlib killed four young siblings. No word can describe their parents grief. What a disaster! In response to this heartbreaking massacre, we are allocating the team website today for the purpose of raising funds in solidarity with the grief-stricken parents. This initiative is totally arranged by the team with no previous contact or information about the family situation right now. We didn't ask their permission for such a step to turn a media case into one for raising funds. We are quite aware that their loss is uncompensable. But we yearned to take action and show solidarity with the family in this grief.",,14081,14081,0,14081,14081,0,444,0,0,1,https://cdn.molhamteam.com/i/um46XqaX4rnIHNUWf0Xx_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.539751+00:00
393,https://molhamteam.com/en/campaigns/393,Baby Milk 2,,"Hundreds of babies are born in poor camps and tents. They lack all the essentials for living, basically, baby milk and diapers. These pressing needs place a heavy burden on families during the sharp rise in prices. Each baby needs $25 to cover diapers and milk. Your donations will make their lives easier in these difficult times.",,40552,41912,-1360,40552,41912,-1360,966,0,2,1,https://cdn.molhamteam.com/i/TsmCyx3ZCgov7VEuvyO2_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.559982+00:00
394,https://molhamteam.com/en/campaigns/394,Save al-Rukban Camp,,"Bread and water for displaced families in al-Rukban Camp on the Syrian-Jordanian border. Weeks ago, we operated the bread bakery in the camp and distributed bread to 1,000 families for a month. No single word can really describe the poor conditions the families live in. You can donate to help us provide bread and drinking water for the families in one of the poorest camps in the world. Everyone is aware of the quite miserable conditions over 10,000 people live in the desert-camp. Those people fled death.",,61074,61104,-30,61074,61104,-30,1368,1,8,1,https://cdn.molhamteam.com/i/kMVBQsOfHYnbHza0jtAA_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.578004+00:00
395,https://molhamteam.com/en/campaigns/395,Lend A Hand of Help,,"Lend A Hand of Help
“Oh dear, imagine God forbid that you lose some of your children, but those who remain alive suffer unbearable chronic diseases!” My child has Pemphigus and is suffering around the clock. I am completely helpless about him. It breaks my heart just watching him in pain.” Hiyam burst into tears while telling us about the suffering of Abdulrahman, her remaing child. Sadly, she lost five children to Pemphigus. Poor Hiyam is so worried about Abdulrahman. You could donate 350$ to help provide special ointments and nutrition for Abdulrahman. Don’t let Abdulrahman and his mother down","“Oh dear, imagine God forbid that you lose some of your children, but those who remain alive suffer unbearable chronic diseases!” My child has Pemphigus and is suffering around the clock. I am completely helpless about him. It breaks my heart just watching him in pain.” Hiyam burst into tears while telling us about the suffering of Abdulrahman, her remaing child. Sadly, she lost five children to Pemphigus. Poor Hiyam is so worried about Abdulrahman. You could donate 350$ to help provide special ointments and nutrition for Abdulrahman. Don’t let Abdulrahman and his mother down",27348,27348,0,27348,27348,0,927,1,2,2,https://cdn.molhamteam.com/i/RxujyBTCpSPVRtrBWwfb_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.597933+00:00
396,https://molhamteam.com/en/campaigns/396,9 Campaign,,"There are many ways to do good. Education is the basis for the nations' advancement and recovery from crises and disasters. Therefore, we launched the 9 Campaign which aims to support education and secure the expenses of school and university students for an academic year. In addition, 9% of all donations received to Molham Volunteering Team during September will be allocated to support education. Each and every donation you make during September will help students continue their education and pursue their dreams.",,119568,120910,-1342,119568,120910,-1342,2711,1,38,3,https://cdn.molhamteam.com/i/C1tZWKDOFUUcHp9pAcS5_thumb_1:1.jpg,2022,publishing_date,certain,2026-04-22T09:27:32.619275+00:00
